,Species,TaxID,Common Name,Genome Assembly Name,N50,Number of Genes,Number of Transcripts,FASTA File,FASTA Path,GTF File,GTF Path
19,Tupaia_chinensis,246437,Tupaia chinensis,GCA_033439345.1_KIZ_version_2_genomic.fna.gz,,,,GCA_033439345.1_KIZ_version_2_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/246437-Tupaia_chinensis/best/GCA_033439345.1_KIZ_version_2_genomic.fna.gz,,/home/matthew.schmitz/Matthew/genome/ncbi/246437-Tupaia_chinensis/best/
20,Globicephala_melas,9731,Globicephala melas,GCF_963455315.1_mGloMel1.1_genomic.fna.gz,,,,GCF_963455315.1_mGloMel1.1_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9731-Globicephala_melas/best/GCF_963455315.1_mGloMel1.1_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9731-Globicephala_melas/best/genomic.gtf.gz
21,Delphinus_delphis,9728,Delphinus delphis,GCA_030062865.1_ASM3006286v1_genomic.fna.gz,,,,GCA_030062865.1_ASM3006286v1_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9728-Delphinus_delphis/best/GCA_030062865.1_ASM3006286v1_genomic.fna.gz,,/home/matthew.schmitz/Matthew/genome/ncbi/9728-Delphinus_delphis/best/
22,Zalophus_californianus,9704,Zalophus californianus,GCF_009762305.2_mZalCal1.pri.v2_genomic.fna.gz,,,,GCF_009762305.2_mZalCal1.pri.v2_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9704-Zalophus_californianus/best/GCF_009762305.2_mZalCal1.pri.v2_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9704-Zalophus_californianus/best/genomic.gtf.gz
23,Balaenoptera_musculus,9771,Balaenoptera musculus,GCF_009873245.2_mBalMus1.pri.v3_genomic.fna.gz,,,,GCF_009873245.2_mBalMus1.pri.v3_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9771-Balaenoptera_musculus/best/GCF_009873245.2_mBalMus1.pri.v3_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9771-Balaenoptera_musculus/best/genomic.gtf.gz
24,Steno_bredanensis,46167,Steno bredanensis,GCA_028646385.1_Steno_bredanensis_HiC_genomic.fna.gz,,,,GCA_028646385.1_Steno_bredanensis_HiC_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/46167-Steno_bredanensis/best/GCA_028646385.1_Steno_bredanensis_HiC_genomic.fna.gz,,/home/matthew.schmitz/Matthew/genome/ncbi/46167-Steno_bredanensis/best/
25,Mesoplodon_densirostris,48708,Mesoplodon densirostris,GCF_025265405.1_mMesDen1_primary_haplotype_genomic.fna.gz,,,,GCF_025265405.1_mMesDen1_primary_haplotype_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/48708-Mesoplodon_densirostris/best/GCF_025265405.1_mMesDen1_primary_haplotype_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/48708-Mesoplodon_densirostris/best/genomic.gtf.gz
26,Heterocephalus_glaber,10181,Heterocephalus glaber,GCA_944319715.1_Naked_mole-rat_maternal_genomic.fna.gz,,,,GCA_944319715.1_Naked_mole-rat_maternal_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/10181-Heterocephalus_glaber/best/GCA_944319715.1_Naked_mole-rat_maternal_genomic.fna.gz,,/home/matthew.schmitz/Matthew/genome/ncbi/10181-Heterocephalus_glaber/best/
27,Dasypus_novemcinctus,9361,Dasypus novemcinctus,GCF_030445035.1_mDasNov1.hap2_genomic.fna.gz,,,,GCF_030445035.1_mDasNov1.hap2_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9361-Dasypus_novemcinctus/best/GCF_030445035.1_mDasNov1.hap2_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9361-Dasypus_novemcinctus/best/genomic.gtf.gz
28,Monodelphis_domestica,13616,Monodelphis domestica,GCF_027887165.1_mMonDom1.pri_genomic.fna.gz,,,,GCF_027887165.1_mMonDom1.pri_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/13616-Monodelphis_domestica/best/GCF_027887165.1_mMonDom1.pri_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/13616-Monodelphis_domestica/best/genomic.gtf.gz
29,Physeter_catodon,9755,Physeter catodon,GCF_002837175.3_ASM283717v5_genomic.fna.gz,,,,GCF_002837175.3_ASM283717v5_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9755-Physeter_catodon/best/GCF_002837175.3_ASM283717v5_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9755-Physeter_catodon/best/genomic.gtf.gz
30,Microcebus_murinus,30608,Microcebus murinus,GCF_000165445.2_Mmur_3.0_genomic.fna.gz,,,,GCF_000165445.2_Mmur_3.0_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/30608-Microcebus_murinus/best/GCF_000165445.2_Mmur_3.0_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/30608-Microcebus_murinus/best/genomic.gtf.gz
31,Homo_sapiens,9606,Homo sapiens,GCA_011064465.2_Ash1_v2.2_genomic.fna.gz,,,,GCA_011064465.2_Ash1_v2.2_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9606-Homo_sapiens/reference/GCA_011064465.2_Ash1_v2.2_genomic.fna.gz,GCA_011064465.2_Ash1_v2.2_genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9606-Homo_sapiens/reference/GCA_011064465.2_Ash1_v2.2_genomic.gtf.gz
32,Macaca_mulatta,9544,Macaca mulatta,GCF_003339765.1_Mmul_10_genomic.fna.gz,,,,GCF_003339765.1_Mmul_10_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9544-Macaca_mulatta/best/GCF_003339765.1_Mmul_10_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9544-Macaca_mulatta/best/genomic.gtf.gz
33,Macaca_mulatta,9544,Macaca mulatta,GCA_000230795.1_CR_1.0_genomic.fna.gz,,,,GCA_000230795.1_CR_1.0_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9544-Macaca_mulatta/reference/GCA_000230795.1_CR_1.0_genomic.fna.gz,GCA_000230795.1_CR_1.0_genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9544-Macaca_mulatta/reference/GCA_000230795.1_CR_1.0_genomic.gtf.gz
34,Papio_anubis,9555,Papio anubis,GCA_008728515.2_Panubis1.1_genomic.fna.gz,,,,GCA_008728515.2_Panubis1.1_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9555-Papio_anubis/best/GCA_008728515.2_Panubis1.1_genomic.fna.gz,,/home/matthew.schmitz/Matthew/genome/ncbi/9555-Papio_anubis/best/
35,Oryctolagus_cuniculus,9986,Oryctolagus cuniculus,GCF_009806435.1_UM_NZW_1.0_genomic.fna.gz,,,,GCF_009806435.1_UM_NZW_1.0_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9986-Oryctolagus_cuniculus/best/GCF_009806435.1_UM_NZW_1.0_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9986-Oryctolagus_cuniculus/best/genomic.gtf.gz
36,Pan_troglodytes,9598,Pan troglodytes,GCA_028858805.1_NHGRI_mPanTro3-v1.1-hic.freeze_alt_genomic.fna.gz,,,,GCA_028858805.1_NHGRI_mPanTro3-v1.1-hic.freeze_alt_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9598-Pan_troglodytes/best/GCA_028858805.1_NHGRI_mPanTro3-v1.1-hic.freeze_alt_genomic.fna.gz,,/home/matthew.schmitz/Matthew/genome/ncbi/9598-Pan_troglodytes/best/
37,Pan_troglodytes,9598,Pan troglodytes,GCF_002880755.1_Clint_PTRv2_genomic.fna.gz,,,,GCF_002880755.1_Clint_PTRv2_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9598-Pan_troglodytes/reference/GCF_002880755.1_Clint_PTRv2_genomic.fna.gz,GCF_002880755.1_Clint_PTRv2_genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9598-Pan_troglodytes/reference/GCF_002880755.1_Clint_PTRv2_genomic.gtf.gz
38,Grampus_griseus,83653,Grampus griseus,GCA_028646425.1_Grampus_griseus_HiC_genomic.fna.gz,,,,GCA_028646425.1_Grampus_griseus_HiC_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/83653-Grampus_griseus/best/GCA_028646425.1_Grampus_griseus_HiC_genomic.fna.gz,,/home/matthew.schmitz/Matthew/genome/ncbi/83653-Grampus_griseus/best/
39,Orcinus_orca,9733,Orcinus orca,GCF_937001465.1_mOrcOrc1.1_genomic.fna.gz,,,,GCF_937001465.1_mOrcOrc1.1_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9733-Orcinus_orca/best/GCF_937001465.1_mOrcOrc1.1_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9733-Orcinus_orca/best/genomic.gtf.gz
40,Phocoena_sinus,42100,Phocoena sinus,GCF_008692025.1_mPhoSin1.pri_genomic.fna.gz,,,,GCF_008692025.1_mPhoSin1.pri_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/42100-Phocoena_sinus/best/GCF_008692025.1_mPhoSin1.pri_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/42100-Phocoena_sinus/best/genomic.gtf.gz
41,Tursiops_truncatus,9739,Tursiops truncatus,GCF_011762595.1_mTurTru1.mat.Y_genomic.fna.gz,,,,GCF_011762595.1_mTurTru1.mat.Y_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9739-Tursiops_truncatus/best/GCF_011762595.1_mTurTru1.mat.Y_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/ncbi/9739-Tursiops_truncatus/best/genomic.gtf.gz
0,Megaptera_novaeangliae,9773,Megaptera novaeangliae,GCA_004329385.1_megNov1_genomic.fixheaders.fna.gz,,,,GCA_004329385.1_megNov1_genomic.fixheaders.fna.gz,/home/matthew.schmitz/Matthew/genome/other/ncbi_custom/9773-Megaptera_novaeangliae/GCA_004329385.1_megNov1_genomic.fixheaders.fna.gz,,/home/matthew.schmitz/Matthew/genome/other/ncbi_custom/9773-Megaptera_novaeangliae/
1,Trichechus_manatus,127582,Trichechus manatus,GCF_000243295.1_TriManLat1.0_genomic.fna.gz,,,,GCF_000243295.1_TriManLat1.0_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/other/ncbi_custom/127582-Trichechus_manatus/GCF_000243295.1_TriManLat1.0_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/other/ncbi_custom/127582-Trichechus_manatus/genomic.gtf.gz
2,Rousettus_aegyptiacus,9407,Rousettus aegyptiacus,GCF_001466805.2_Raegyp2.0_genomic.fna.gz,,,,GCF_001466805.2_Raegyp2.0_genomic.fna.gz,/home/matthew.schmitz/Matthew/genome/other/ncbi_custom/9407-Rousettus_aegyptiacus/GCF_001466805.2_Raegyp2.0_genomic.fna.gz,genomic.gtf.gz,/home/matthew.schmitz/Matthew/genome/other/ncbi_custom/9407-Rousettus_aegyptiacus/genomic.gtf.gz
3,Tupaia_belangeri,37347,Tupaia belangeri,TS_3.0_genome.fa.gz,,,,TS_3.0_genome.fa.gz,/home/matthew.schmitz/Matthew/genome/other/treeshrewdb/37347-Tupaia_belangeri/TS_3.0_genome.fa.gz,TS_3.0.genomeannotation.gtf.gz,/home/matthew.schmitz/Matthew/genome/other/treeshrewdb/37347-Tupaia_belangeri/TS_3.0.genomeannotation.gtf.gz
4,Macaca_mulatta,9544,Macaca mulatta,GCF_003339765.1_Mmul_10_fixed.fa,,,,GCF_003339765.1_Mmul_10_fixed.fa,/home/matthew.schmitz/Matthew/genome/other/ucsc_CAT_rhesus/9544-Macaca_mulatta/GCF_003339765.1_Mmul_10_fixed.fa,rhemac10_genes.gtf.gz,/home/matthew.schmitz/Matthew/genome/other/ucsc_CAT_rhesus/9544-Macaca_mulatta/rhemac10_genes.gtf.gz
